order_id,order_date,customer_id,shipping_method_id,dest_address_id
111,2021-03-22 18:34:29,66,2,759
112,2022-11-21 02:02:24,66,2,966
113,2021-02-22 07:29:06,67,2,61
114,2020-12-30 19:45:08,67,4,978
115,2021-11-30 11:49:24,68,1,991
116,2022-08-27 14:46:12,69,4,213
117,2022-06-18 22:06:55,69,1,987
118,2021-03-05 15:09:28,70,2,823
119,2022-05-31 08:51:19,70,3,998
120,2021-07-10 23:43:46,71,4,669
121,2020-07-02 03:03:20,72,4,626
122,2021-01-14 04:23:11,73,1,607
123,2022-06-17 23:44:18,74,1,261
124,2020-09-07 19:26:49,75,1,786
125,2022-02-16 03:44:34,75,1,979
126,2020-07-05 07:59:08,76,3,295
127,2021-10-10 13:56:10,76,3,592
128,2021-05-28 16:48:54,77,2,316
129,2020-12-26 17:57:21,78,4,389
130,2022-05-08 13:43:25,78,4,871
131,2022-01-13 19:02:28,79,3,644
132,2021-10-14 14:10:03,80,4,276
133,2022-11-13 17:42:27,80,1,769
134,2021-09-08 08:49:55,81,4,60
135,2022-06-28 00:20:02,81,1,497
136,2021-05-11 14:45:14,82,1,320
137,2022-09-04 05:12:59,82,1,774
138,2021-11-11 06:13:15,83,2,640
139,2021-07-21 15:08:49,83,4,917
140,2023-01-05 07:41:57,84,2,322
141,2020-07-09 01:51:39,84,1,344
142,2023-01-01 05:57:35,85,3,851
143,2020-08-13 16:23:03,86,3,426
144,2021-12-15 09:33:33,86,2,504
145,2020-11-11 02:03:54,87,4,162
146,2021-01-09 17:05:44,88,2,129
147,2021-12-22 10:07:35,88,2,981
148,2020-07-21 06:26:11,89,4,25
149,2020-12-23 23:03:08,90,2,362
150,2020-11-19 11:57:40,90,2,550
151,2021-04-02 11:41:07,91,2,21
152,2023-01-28 10:15:58,91,4,183
153,2021-06-09 09:47:08,91,4,422
154,2021-11-20 13:25:35,91,4,811
155,2021-03-06 14:55:38,92,1,436
156,2021-08-26 10:40:42,93,2,900
157,2022-01-12 12:26:14,94,4,753
158,2022-01-04 12:06:06,94,2,870
159,2021-03-01 13:53:31,95,2,230
160,2023-04-13 02:55:48,96,4,488
161,2023-02-10 18:32:16,97,4,794
162,2021-11-14 05:44:31,98,3,842
163,2020-10-10 06:09:21,99,2,356
164,2023-02-19 09:10:54,100,2,309
165,2020-11-16 14:56:35,101,4,230
166,2022-09-08 01:10:52,101,2,234
167,2023-05-26 23:50:55,101,4,829
168,2020-09-13 02:23:25,102,3,730
169,2022-12-11 14:40:23,103,1,203
170,2020-11-30 09:10:25,103,4,564
171,2022-02-14 10:08:11,104,1,159
172,2021-05-11 05:55:36,105,4,69
173,2022-12-13 13:16:25,105,1,618
174,2021-02-03 22:45:26,105,1,655
175,2022-06-27 16:49:08,105,1,883
176,2020-09-05 10:38:32,106,1,45
177,2021-10-06 18:43:42,107,3,14
178,2022-09-04 11:57:16,107,2,249
179,2021-03-23 02:28:42,107,1,665
180,2021-05-30 03:23:37,107,4,722
181,2023-01-11 10:04:09,108,1,217
182,2022-02-17 08:40:11,108,3,311
183,2020-06-22 17:59:46,108,4,355
184,2021-02-02 15:47:37,109,1,572
185,2020-09-15 10:00:36,109,2,683
186,2022-11-10 15:56:41,110,4,761
187,2022-03-31 12:45:17,111,3,215
188,2021-03-11 18:44:03,112,4,217
189,2021-09-09 17:03:08,112,4,522
190,2022-08-25 03:16:47,113,2,17
191,2021-05-08 20:44:29,113,3,338
192,2021-02-05 20:27:50,113,1,449
193,2021-12-24 02:02:16,113,4,598
194,2022-12-20 14:26:19,113,4,611
195,2021-11-13 07:53:17,114,3,945
196,2022-01-05 11:49:32,115,3,216
197,2022-09-13 01:35:10,115,3,546
198,2022-06-07 11:36:14,115,4,940
199,2023-03-05 06:05:48,116,4,746
200,2021-09-04 03:17:59,117,1,301
201,2022-07-08 23:43:20,117,2,824
202,2022-01-13 04:55:08,118,4,84
203,2023-03-29 15:51:19,118,3,712
204,2020-07-12 08:52:46,118,4,864
205,2021-02-12 17:54:18,119,1,297
206,2020-09-30 12:10:44,119,2,615
207,2023-05-25 14:09:07,120,1,508
208,2023-01-27 07:10:26,121,2,476
209,2023-01-26 00:49:53,121,1,630
210,2022-12-02 15:07:45,121,3,732
211,2023-02-13 07:52:00,121,4,894
212,2022-03-31 05:11:57,122,1,520
213,2021-11-03 19:52:58,123,1,528
214,2022-01-14 10:52:29,124,3,609
215,2023-05-26 19:34:17,125,4,92
216,2020-07-11 01:52:42,125,4,265
217,2022-08-13 19:26:33,125,4,679
218,2022-04-04 08:23:58,126,2,331
219,2020-08-01 00:30:09,127,2,675
220,2021-12-31 21:50:49,128,4,198
221,2022-01-12 18:28:00,129,2,99
222,2021-11-18 02:08:32,129,2,118
223,2021-09-09 10:23:54,129,3,217
224,2022-06-09 02:11:12,130,4,889
225,2023-05-07 11:51:28,131,3,218
226,2021-12-05 05:30:59,132,2,655
227,2022-10-02 13:59:11,133,1,66
228,2021-03-21 15:59:35,133,2,689
229,2020-08-23 01:53:02,133,2,791
230,2020-06-27 03:45:12,133,4,977
231,2022-09-18 22:15:18,134,3,140
232,2021-06-24 20:57:32,135,1,389
233,2022-12-07 21:49:24,136,1,720
234,2022-09-13 01:54:29,137,4,799
235,2023-02-19 23:44:32,138,1,542
236,2021-07-30 17:49:21,139,3,575
237,2021-01-01 20:50:47,139,2,757
238,2021-02-11 11:34:27,140,3,145
239,2022-05-28 00:11:15,141,1,62
240,2021-11-23 11:17:32,141,1,358
241,2021-08-20 12:45:44,141,2,571
242,2021-04-08 12:44:58,142,3,826
243,2022-08-19 23:16:37,143,2,291
244,2021-11-19 07:24:52,143,4,747
245,2022-05-07 19:16:47,144,2,867
246,2022-12-02 03:28:41,145,2,679
247,2020-08-02 04:27:45,146,2,506
248,2022-02-05 21:22:54,147,2,438
249,2020-11-16 21:59:02,147,4,871
250,2023-01-13 01:09:31,148,4,491
251,2021-01-02 08:03:13,149,3,32
252,2023-01-14 14:29:13,149,1,407
253,2022-12-10 02:40:07,149,2,566
254,2020-10-16 08:13:05,150,4,319
255,2022-10-25 04:01:24,150,1,758
256,2020-08-16 18:22:35,151,2,582
257,2020-10-17 16:50:18,152,2,117
258,2022-09-24 02:26:22,152,1,927
259,2021-12-22 06:41:59,153,2,378
260,2023-03-14 01:14:05,154,2,449
261,2023-04-04 03:03:41,155,4,505
262,2022-05-03 14:56:51,155,1,620
263,2022-05-09 08:20:47,156,3,516
264,2021-12-03 15:57:04,157,4,52
265,2022-08-17 03:50:59,157,2,930
266,2021-11-03 17:28:56,158,1,970
267,2021-08-10 01:24:47,159,2,121
268,2021-03-18 05:24:11,159,4,322
269,2021-10-13 09:50:07,159,2,727
270,2021-03-30 10:08:26,160,1,472
271,2020-10-31 00:03:02,161,3,16
272,2020-11-09 21:35:25,161,1,199
273,2022-01-30 17:39:20,161,3,540
274,2021-02-05 13:02:30,161,4,761
275,2021-05-20 08:47:12,162,2,368
276,2020-08-23 17:28:04,162,2,393
277,2022-01-18 04:42:15,162,4,544
278,2022-05-16 20:04:05,163,4,51
279,2021-11-29 18:51:11,164,4,130
280,2022-03-29 01:29:26,165,3,490
281,2020-08-04 18:32:30,165,4,543
282,2022-05-08 18:46:20,165,2,908
283,2022-08-06 13:41:43,166,3,427
284,2020-06-10 11:09:22,166,2,905
285,2022-04-03 08:36:25,167,1,467
286,2022-02-12 07:01:17,168,4,653
287,2021-03-10 23:50:36,168,2,956
288,2022-10-24 21:43:25,169,1,730
289,2023-01-07 22:03:26,170,1,613
290,2021-04-21 23:28:08,171,4,41
291,2022-11-14 23:17:23,172,2,30
292,2023-01-30 07:10:57,172,3,397
293,2021-12-13 14:45:18,173,3,527
294,2022-08-02 15:35:56,174,1,39
295,2020-11-03 11:28:53,175,4,406
296,2020-12-13 21:39:17,176,2,663
297,2020-10-07 12:00:02,176,1,737
298,2022-04-06 01:00:57,177,4,515
299,2022-04-27 23:11:24,177,1,825
300,2022-01-04 15:21:53,178,1,789
301,2021-07-28 03:07:06,178,1,926
302,2022-01-04 08:51:49,179,1,513
303,2022-04-23 12:14:19,179,2,524
304,2021-01-15 00:39:37,180,4,971
305,2021-03-22 14:17:28,181,1,208
306,2021-02-11 17:29:08,182,2,144
307,2020-06-14 03:30:16,182,1,405
308,2020-10-12 21:06:36,182,4,711
309,2021-01-18 01:26:52,183,2,847
310,2023-02-16 21:24:55,184,3,221
311,2021-04-15 01:45:24,185,4,359
312,2021-07-12 00:32:04,186,4,35
313,2021-09-11 10:14:29,186,1,880
314,2022-09-21 13:40:22,187,3,999
315,2022-09-26 15:30:17,188,2,90
316,2022-10-01 19:25:54,188,4,377
317,2022-11-23 05:33:13,189,4,574
318,2022-06-30 18:31:45,189,3,918
319,2022-08-19 05:58:09,190,2,376
320,2022-10-17 10:32:45,190,4,583
321,2021-08-27 18:32:55,190,2,586
322,2022-07-23 09:24:15,191,1,434
323,2022-12-19 03:38:19,191,1,615
324,2022-08-01 00:23:30,192,4,444
325,2020-08-14 14:35:31,193,4,94
326,2022-10-13 01:37:14,193,3,408
327,2021-07-17 11:21:33,194,1,939
328,2020-07-08 01:08:13,195,2,578
329,2021-03-09 07:15:48,196,3,692
330,2022-02-17 23:39:58,197,4,277
331,2022-02-07 16:10:55,197,2,314
332,2022-01-16 14:21:33,198,1,453
333,2021-02-23 23:05:04,199,1,119
334,2022-09-09 13:16:01,199,4,760
335,2021-01-11 12:12:33,200,2,73
336,2020-08-11 08:27:58,200,4,224
337,2021-07-31 18:52:07,200,2,662
338,2022-10-22 10:12:25,201,4,640
339,2022-05-15 16:00:38,201,2,648
340,2021-01-06 12:14:13,202,4,200
341,2023-03-26 08:18:01,202,3,513
342,2020-07-09 15:28:04,202,4,629
343,2021-01-21 19:05:00,203,1,131
344,2022-09-02 23:16:16,203,4,586
345,2021-07-03 22:17:45,204,3,184
346,2020-10-19 14:04:38,205,3,474
347,2020-11-28 10:42:10,205,1,487
348,2023-04-30 20:33:10,206,4,72
349,2023-05-01 22:04:37,207,3,252
350,2022-08-09 10:23:00,208,2,253
351,2020-10-04 14:29:04,209,2,73
352,2022-03-25 05:39:05,210,3,65
353,2021-10-11 16:54:53,211,2,105
354,2020-12-24 22:24:50,211,3,131
355,2021-11-26 01:31:37,211,4,807
356,2022-07-27 11:11:04,212,1,368
357,2020-12-13 22:39:26,213,3,465
358,2023-03-18 09:43:18,213,1,595
359,2020-09-08 20:41:36,214,4,92
360,2021-06-10 09:34:38,214,3,615
361,2022-06-06 11:37:15,215,3,277
362,2022-06-16 06:30:00,215,3,929
363,2023-01-23 10:48:38,216,3,141
364,2022-05-02 18:47:50,216,3,856
365,2021-01-19 11:44:53,217,1,775
366,2021-03-23 21:56:00,218,4,868
367,2021-01-27 14:53:54,219,4,69
368,2022-08-19 05:33:54,219,3,923
369,2020-08-05 11:32:51,220,1,205
370,2021-11-09 17:12:45,220,2,531
371,2022-03-16 23:00:24,221,4,87
372,2020-06-16 10:06:37,222,2,239
373,2023-01-30 00:55:58,222,2,653
374,2022-09-03 14:37:33,223,2,260
375,2021-05-02 21:23:35,223,3,297
376,2020-07-22 02:43:58,224,4,100
377,2020-10-12 19:16:47,225,3,112
378,2023-02-08 21:37:06,226,4,170
379,2023-04-08 13:07:43,227,3,142
380,2023-05-20 22:46:24,228,1,521
381,2021-02-22 18:25:50,228,2,973
382,2022-07-24 17:07:10,229,2,112
383,2021-08-15 07:17:16,230,3,77
384,2020-12-31 00:17:26,231,2,331
385,2020-08-20 03:49:40,232,1,90
386,2022-04-28 14:00:34,232,1,132
387,2021-09-08 07:37:38,232,2,262
388,2021-05-25 10:43:36,233,4,495
389,2021-08-12 07:03:26,234,1,313
390,2022-04-30 05:26:36,235,1,481
391,2021-12-19 07:48:24,235,1,791
392,2020-08-31 19:14:04,236,2,977
393,2023-03-20 23:05:18,237,1,131
394,2023-05-22 17:27:48,237,2,265
395,2021-09-11 19:54:14,238,4,707
396,2020-12-25 20:54:14,239,2,430
397,2022-09-08 17:56:01,240,1,20
398,2022-06-21 00:30:10,241,4,246
399,2020-12-26 08:02:36,242,1,582
400,2021-10-02 20:11:39,242,1,995
401,2022-09-17 15:11:55,243,3,644
402,2022-01-02 02:55:12,243,2,707
403,2020-12-03 06:35:30,243,4,967
404,2021-09-28 18:51:28,244,2,813
405,2023-01-26 02:52:15,245,3,54
406,2022-11-23 20:43:12,245,2,251
407,2022-08-29 23:44:21,245,1,520
408,2022-10-01 16:27:38,246,3,26
409,2020-07-27 18:59:48,246,1,839
410,2023-05-02 12:41:22,247,3,217
411,2020-06-20 14:01:31,248,1,215
412,2022-02-24 00:10:18,248,4,720
413,2022-11-14 12:55:41,248,1,722
414,2021-06-18 19:59:16,249,3,217
415,2021-03-23 15:18:40,249,1,310
416,2023-05-09 06:55:08,249,4,736
417,2020-12-06 09:33:15,249,1,779
418,2021-10-08 15:09:23,250,1,465
419,2020-07-04 01:52:43,250,2,625
420,2021-12-05 11:11:09,251,1,587
421,2021-05-06 19:31:08,252,2,249
422,2021-06-20 22:05:04,253,1,497
423,2023-01-22 19:49:44,254,4,713
424,2022-03-10 01:53:15,255,1,192
425,2021-04-09 17:17:50,255,1,697
426,2020-09-22 15:33:19,255,2,832
427,2021-08-10 11:46:17,256,3,765
428,2022-04-09 03:33:16,257,4,348
429,2020-11-30 01:29:17,258,1,329
430,2022-03-08 12:10:53,258,3,487
431,2022-07-07 17:57:00,259,4,68
432,2023-05-26 07:18:52,259,1,811
433,2022-03-14 17:19:13,260,4,93
434,2021-06-20 15:09:03,260,4,366
435,2021-05-10 03:52:43,260,3,925
436,2022-10-13 01:14:05,261,1,54
437,2020-12-02 04:26:50,262,4,189
438,2020-09-07 17:17:00,263,4,197
439,2020-12-31 16:15:15,263,2,562
440,2023-02-03 01:10:23,264,3,273
441,2020-12-29 11:53:54,264,1,860
442,2022-04-27 15:24:23,265,2,696
443,2021-05-26 09:32:09,266,2,302
444,2021-12-16 10:25:02,266,3,631
445,2022-11-14 08:00:10,267,2,250
446,2023-03-03 02:11:38,267,2,993
447,2020-08-15 09:33:23,268,2,169
448,2020-07-18 09:43:17,269,3,88
449,2021-01-04 18:35:47,269,4,380
450,2021-07-27 17:44:10,270,3,227
451,2021-12-26 17:30:45,271,2,763
452,2021-11-13 21:00:40,271,2,906
453,2021-11-21 17:29:42,272,2,290
454,2023-05-10 15:12:08,273,1,152
455,2021-01-03 03:17:08,274,2,510
456,2023-03-07 13:30:12,274,4,711
457,2022-08-17 02:53:21,274,3,792
458,2022-07-10 21:15:36,275,3,414
459,2022-07-30 09:50:11,275,2,698
460,2021-07-06 11:26:42,276,3,425
461,2021-10-14 00:49:28,277,3,19
462,2021-07-23 00:33:22,278,1,467
463,2020-10-12 19:02:40,278,4,908
464,2023-01-31 12:44:13,279,3,652
465,2022-10-31 14:29:49,280,4,399
466,2021-04-26 08:42:27,281,4,450
467,2021-10-14 02:52:05,281,4,769
468,2023-04-25 16:01:23,281,2,850
469,2021-03-07 06:31:22,282,3,225
470,2020-11-01 19:37:22,283,2,934
471,2021-07-10 18:01:19,284,4,718
472,2022-09-05 13:42:35,284,3,939
473,2020-06-13 18:11:00,285,3,60
474,2021-09-07 21:59:41,285,4,631
475,2023-03-28 06:08:39,286,1,700
476,2020-08-05 06:41:09,286,3,823
477,2022-05-25 15:37:51,287,4,879
478,2020-06-18 12:42:35,288,3,168
479,2021-06-21 20:42:16,288,3,255
480,2022-01-21 06:53:43,289,1,306
481,2021-01-31 08:33:48,289,1,675
482,2021-05-06 20:32:27,290,4,52
483,2023-01-25 17:06:13,290,1,461
484,2020-06-13 11:59:57,290,3,761
485,2021-03-02 17:56:53,291,3,598
486,2022-05-25 08:54:54,292,1,250
487,2021-04-13 23:45:06,293,1,201
488,2022-01-25 02:56:32,293,4,208
489,2022-12-25 02:02:05,294,1,293
490,2021-04-24 04:04:31,294,2,392
491,2023-04-30 03:00:48,295,4,610
492,2022-09-04 12:28:26,296,3,635
493,2022-02-28 09:46:53,297,1,9
494,2021-03-24 17:28:47,297,1,723
495,2023-02-17 19:58:30,298,2,904
496,2022-09-18 22:06:14,299,2,765
497,2021-09-01 16:05:37,300,1,178
498,2020-07-08 02:44:21,300,2,674
499,2023-01-18 19:05:55,301,2,260
500,2021-07-21 18:07:00,302,4,32
501,2021-04-30 20:13:34,303,3,87
502,2021-07-12 21:08:32,303,4,372
503,2021-05-08 19:33:48,304,3,568
504,2022-03-01 05:19:07,305,4,659
505,2021-03-13 12:52:43,306,3,239
506,2022-07-12 20:43:32,306,2,954
507,2020-07-17 05:46:21,307,3,3
508,2021-10-11 11:02:42,307,3,643
509,2021-02-27 05:48:00,307,3,995
510,2022-04-04 02:41:24,308,3,221
511,2021-09-13 14:48:28,308,3,848
512,2022-04-11 09:01:57,309,1,132
513,2023-03-10 06:14:37,309,2,784
514,2023-05-06 05:13:50,309,2,927
515,2021-02-06 11:05:17,310,4,354
516,2022-01-28 11:29:31,311,4,515
517,2021-10-18 14:27:15,312,4,223
518,2022-09-18 19:05:40,313,4,292
519,2021-09-04 08:36:24,314,2,694
520,2020-08-29 07:34:24,315,3,838
521,2022-09-13 10:19:47,316,2,339
522,2022-08-21 00:00:07,316,1,459
523,2021-01-16 18:57:58,317,3,117
524,2021-05-14 16:13:59,318,3,524
525,2020-11-01 09:37:51,319,3,93
526,2022-10-25 04:47:13,320,2,225
527,2023-03-25 20:10:17,320,2,569
528,2022-04-20 20:04:18,321,4,143
529,2021-11-30 23:43:00,321,3,192
530,2022-12-10 21:52:06,321,3,604
531,2021-12-07 01:56:46,322,3,499
532,2020-06-28 00:03:25,323,4,294
533,2023-02-22 23:27:57,324,1,143
534,2020-08-20 05:14:02,325,3,35
535,2020-12-30 00:08:48,325,2,79
536,2020-06-17 19:34:50,326,2,968
537,2022-01-19 02:36:14,327,4,37
538,2021-01-26 09:08:51,327,2,346
539,2021-02-20 22:15:56,327,3,592
540,2022-04-16 20:36:40,328,2,338
541,2022-07-09 15:07:02,328,3,339
542,2022-07-11 21:37:31,328,3,855
543,2020-07-31 02:43:20,329,1,894
544,2022-07-10 16:59:33,330,2,381
545,2022-12-27 02:15:10,330,2,815
546,2023-04-23 01:46:00,331,3,672
547,2022-03-22 05:11:17,331,4,674
548,2022-09-05 02:34:08,332,3,19
549,2023-02-24 18:00:57,332,3,328
550,2022-01-08 23:04:29,333,1,539
551,2023-05-01 04:10:27,334,4,191
552,2022-04-29 07:32:05,334,1,275
553,2021-06-18 01:29:16,334,4,426
554,2023-02-05 00:21:14,334,1,583
555,2022-12-11 09:13:43,335,3,34
556,2023-04-30 20:03:14,335,3,596
557,2023-01-05 01:51:55,336,3,478
558,2022-07-10 14:51:03,336,2,707
559,2022-02-01 17:16:23,337,2,243
560,2021-03-20 18:25:36,338,2,317
561,2020-08-01 18:32:55,338,2,398
562,2022-05-26 10:28:37,339,2,250
563,2020-08-04 00:01:28,340,3,225
564,2020-11-14 18:03:56,341,3,790
565,2021-07-03 22:55:20,341,2,911
566,2022-01-03 00:49:48,342,3,413
567,2022-11-01 17:21:51,343,2,296
568,2022-01-29 02:20:46,343,1,690
569,2021-03-20 00:11:34,344,3,482
570,2020-08-19 22:26:42,345,4,252
571,2023-05-13 08:36:55,346,4,39
572,2020-06-18 01:34:52,347,3,114
573,2021-10-01 16:23:55,347,2,393
574,2021-05-15 01:14:19,348,3,759
575,2020-06-30 11:50:40,349,1,270
576,2022-05-10 13:47:39,349,3,466
577,2020-07-24 03:23:14,350,4,298
578,2020-09-12 04:06:13,351,3,114
579,2021-06-18 15:22:45,351,1,722
580,2022-10-11 07:10:09,352,2,924
581,2022-11-08 13:41:52,353,4,103
582,2021-07-01 19:37:58,353,3,387
583,2022-01-18 01:38:27,353,2,393
584,2020-09-02 14:22:40,354,4,294
585,2022-07-30 10:18:16,354,4,655
586,2023-03-10 10:16:50,355,2,120
587,2020-08-21 22:29:11,355,2,181
588,2020-09-14 14:36:44,355,3,535
589,2020-11-17 19:09:08,356,3,120
590,2020-08-21 08:16:37,356,3,124
591,2020-06-14 00:47:22,357,2,819
592,2022-01-28 04:24:04,357,2,913
593,2021-08-20 20:24:52,358,4,596
594,2022-08-31 04:09:40,358,4,889
595,2022-02-26 07:13:44,359,3,56
596,2021-03-23 19:47:46,360,4,38
597,2023-02-19 14:57:36,360,4,405
598,2022-10-31 01:58:28,361,2,749
599,2020-10-26 14:46:03,362,2,581
600,2021-05-03 14:42:29,362,1,761
601,2022-04-14 18:26:41,363,3,120
602,2020-08-23 17:58:30,363,4,421
603,2022-12-04 23:25:08,363,2,442
604,2021-01-26 11:04:54,364,3,222
605,2022-04-04 15:40:36,365,2,944
606,2022-07-06 22:01:06,366,3,32
607,2022-09-08 05:09:17,366,2,90
608,2020-09-06 11:40:10,366,3,677
609,2023-01-11 23:13:23,367,4,228
610,2022-09-16 16:06:35,367,2,552
611,2022-06-17 16:58:18,368,2,198
612,2020-08-14 01:22:16,369,3,361
613,2020-11-05 09:12:09,370,3,996
614,2020-10-08 10:24:16,371,2,234
615,2023-04-05 10:45:29,372,1,186
616,2023-04-08 06:39:43,372,3,231
617,2021-12-31 21:38:57,372,4,574
618,2021-11-11 07:16:21,373,1,158
619,2021-08-18 07:13:55,373,2,195
620,2021-06-14 15:51:10,374,2,466
621,2023-03-08 12:00:40,374,1,521
622,2021-09-01 05:25:48,374,2,669
623,2022-04-15 10:58:13,375,3,470
624,2020-09-15 07:27:32,375,3,766
625,2021-01-31 10:53:07,376,4,794
626,2021-07-04 11:35:14,377,4,252
627,2023-02-12 18:05:12,378,1,176
628,2022-12-10 15:15:32,379,3,571
629,2023-02-05 23:02:01,379,4,878
630,2021-08-31 04:12:13,379,4,998
631,2022-12-26 08:27:51,380,4,15
632,2021-12-31 18:52:55,380,1,603
633,2021-05-24 10:28:39,381,2,373
634,2021-09-26 21:01:48,381,4,901
635,2021-09-22 09:10:12,382,2,356
636,2021-05-26 00:51:17,382,3,745
637,2021-04-18 21:36:21,383,4,38
638,2022-04-22 10:43:02,383,1,886
639,2021-05-29 01:04:18,384,4,994
640,2022-03-23 11:48:07,385,2,653
641,2021-11-09 14:29:11,386,3,244
642,2022-07-12 16:55:14,386,4,444
643,2020-08-03 15:00:43,387,2,69
644,2022-09-08 04:50:16,388,4,637
645,2022-12-30 20:42:29,388,4,676
646,2022-01-14 05:48:40,388,4,927
647,2021-12-25 11:55:53,388,2,984
648,2020-08-07 22:17:41,389,2,279
649,2021-10-27 20:06:49,389,4,603
650,2021-06-23 05:24:06,389,3,730
651,2021-11-21 09:30:27,389,2,913
652,2020-11-18 03:55:17,390,4,386
653,2021-12-26 04:50:08,390,4,670
654,2022-01-17 00:28:39,391,2,564
655,2022-03-30 05:27:09,391,4,719
656,2022-06-18 19:11:46,392,4,244
657,2021-11-16 19:33:05,392,4,784
658,2020-10-01 22:36:23,392,4,944
659,2022-08-22 05:27:25,393,4,182
660,2020-08-26 12:07:10,393,4,617
661,2022-11-17 05:03:13,393,3,687
662,2023-01-29 02:50:32,394,4,999
663,2021-11-01 00:24:47,395,3,623
664,2023-05-25 22:10:01,396,4,49
