line_id,order_id,book_id,price
184,8209,1495,5.82
185,8210,590,7.83
186,8211,8874,16.28
187,8212,7537,18.9
188,9232,7700,12.51
189,9233,582,7.69
190,9234,8517,13.48
191,9235,815,6.89
192,10255,5588,9.55
193,10256,9813,19.53
194,10257,2646,5.18
195,10258,6462,2.54
196,10766,9945,1.74
197,10767,8400,10.26
198,10768,3337,19.21
199,10769,10049,12.68
200,11277,5127,8.04
201,11278,6977,18.59
202,11279,8522,0.83
203,11280,10123,8.49
204,11404,4373,13.83
205,11405,3105,6.41
206,11406,8509,17.25
207,11407,212,10.14
208,24,5319,17.39
209,25,10150,19.06
210,4119,328,5.75
211,4120,3893,17.73
212,6166,4261,5.1
213,6167,1403,17.31
214,8213,10556,2.95
215,8214,9919,0.3
216,9236,4444,19.05
217,9237,6285,19.33
218,10259,1541,15.85
219,10260,6085,7.14
220,10770,1599,12.96
221,10771,8994,1.96
222,11281,732,0.69
223,11282,10838,15.35
224,11408,10194,5.56
225,11409,7133,7.43
226,26,10397,11.15
227,4121,10957,5.02
228,6168,3354,15.07
229,8215,9602,1.09
230,9238,7615,5.16
231,10261,2640,8.24
232,10772,3863,10.01
233,11283,5126,16.04
234,11410,6993,14.72
235,27,8847,15.34
236,4122,5015,19.04
237,6169,4538,3.66
238,8216,7695,18.18
239,9239,5237,12.52
240,10262,7980,14.17
241,10773,4358,16.65
242,11284,10982,8.75
243,11411,2532,16.49
244,28,4906,14.61
245,4123,3664,9.1
246,6170,3206,1.5
247,8217,5685,6.59
248,9240,1271,11.65
249,10263,6349,2.1
250,10774,9059,15.1
251,11285,3709,8.02
252,11412,64,16.5
253,29,1210,1.36
254,30,162,17.36
255,4124,3306,17.62
256,4125,5729,18.61
257,6171,1200,14.95
258,6172,4620,16.66
259,8218,10221,1.89
260,8219,7979,6.03
261,9241,3966,17.55
262,9242,3548,19.23
263,10264,9456,7.31
264,10265,3084,5.79
265,10775,6863,4.3
266,10776,2503,9.59
267,11286,8040,3.49
268,11287,7835,19.95
269,11413,9743,7.71
270,11414,3342,6.91
271,31,9191,1.88
272,4126,11038,13.56
273,6173,4611,0.75
274,8220,10510,12.21
275,9243,2430,5.21
276,10266,7211,9.17
277,10777,3873,7.3
278,11288,8690,16.2
279,11415,7863,2.07
280,32,4426,13.56
281,4127,2188,18.98
282,6174,1737,18.66
283,8221,2179,3.61
284,9244,3507,0.69
285,10267,2517,0.56
286,10778,5136,4.48
287,11289,8170,0
288,11416,8870,19.71
289,33,5978,14.58
290,4128,374,19.61
291,6175,8929,1.41
292,8222,10516,10.28
293,9245,8171,2.6
294,10268,4970,16.87
295,10779,9755,17.07
296,11290,7098,12.57
297,11417,2551,5.21
298,34,6846,5.89
299,35,6973,5
300,4129,4118,2.01
301,4130,4351,13.09
302,6176,1104,10.65
303,6177,4060,4.54
304,8223,449,10.41
305,8224,5355,16.9
306,9246,8695,7.45
307,9247,5753,9.37
308,10269,8800,10.98
309,10270,4147,4.33
310,10780,10719,3.36
311,10781,10569,4.91
312,11291,4209,3.09
313,11292,7097,14.51
314,11418,7940,7.83
315,11419,9099,18.27
316,36,1278,16.66
317,37,9138,12.14
318,4131,6350,0.66
319,4132,5033,3.26
320,6178,5087,15.95
321,6179,6857,13.77
322,8225,6610,18.1
323,8226,8252,19.87
324,9248,8272,14.72
325,9249,5014,0.89
326,10271,9687,4.39
327,10272,5408,15.43
328,10782,4444,13.65
329,10783,2380,0.45
330,11293,5228,5.65
331,11294,26,3.29
332,11420,9074,11.68
333,11421,5271,12.33
334,38,7360,9.16
335,4133,3387,2.97
336,6180,9228,14.03
337,8227,215,19.84
338,9250,10035,10.68
339,10273,10716,4.28
340,10784,2022,5.32
341,11295,8720,2.43
342,11422,2850,18.32
343,39,9035,6.24
344,40,1382,13.69
345,4134,569,4.02
346,4135,9490,13.22
347,6181,8296,14.91
348,6182,5455,4.3
349,8228,6717,7.48
350,8229,648,3.39
351,9251,7478,17.05
352,9252,2738,13.46
353,10274,6969,2.26
354,10275,7627,1.78
355,10785,4312,13.43
356,10786,2157,19.1
357,11296,2163,2.12
358,11297,10549,8.44
359,11423,2946,1.17
360,11424,5531,6.21
361,41,688,7.54
362,42,7793,7.41
363,43,8361,12.91
364,44,10830,18.6
365,45,8131,17.26
366,4136,1380,0.61
367,4137,8674,16.14
368,4138,7748,1.21
369,4139,2376,17.72
370,4140,8783,5.78
371,6183,858,10.37
372,6184,4010,4.93
373,6185,1699,0.46
374,6186,7322,4.42
375,6187,1441,19.7
376,8230,5980,14.63
377,8231,508,0.67
378,8232,335,1
379,8233,1789,13.06
380,8234,8711,19.11
381,9253,4773,5.57
382,9254,1163,13.75
383,9255,1390,11.22
384,9256,4802,9.48
385,9257,850,19.18
386,10276,6298,19.06
387,10277,752,9.57
388,10278,2112,10.27
389,10279,11103,8.98
390,10280,2792,18.16
391,10787,8750,4.17
392,10788,7614,15.91
393,10789,10284,4.7
394,10790,4481,6.16
395,10791,3700,14.76
396,11298,7712,5.03
397,11299,1973,2.65
398,11300,1445,5.05
399,11301,9700,12.04
400,11302,4390,3.34
401,11425,7238,15.04
402,11426,9006,15.81
403,11427,5833,4.99
404,11428,7514,12.55
405,11429,1250,13.57
406,46,629,4.93
407,47,692,11.43
408,48,7479,12.91
409,4141,2350,2.39
410,4142,10720,9.18
411,4143,4504,12.93
412,6188,212,3.1
413,6189,7989,2.5
414,6190,5252,19.69
415,8235,5633,11.56
416,8236,4130,2.44
417,8237,5518,2.28
418,9258,913,1.36
419,9259,1054,5.38
420,9260,672,9.91
421,10281,3285,19.8
422,10282,727,7.12
423,10283,6494,17.01
424,10792,5578,19.11
425,10793,3033,9.94
426,10794,7426,16.92
427,11303,2523,11.93
428,11304,3354,14.36
429,11305,7631,5.5
430,11430,3542,15.32
431,11431,9742,1.59
432,11432,8575,12.3
433,49,8480,19.32
434,50,6062,16.5
435,4144,5467,19.63
436,4145,4817,4.4
437,6191,8929,7.04
438,6192,3918,14.09
439,8238,5200,4.45
440,8239,7911,17.74
441,9261,3358,16.96
442,9262,3731,2.64
443,10284,7277,17.48
444,10285,4546,8.41
445,10795,9749,2.4
446,10796,10797,9.85
447,11306,6143,5.65
448,11307,8415,18.68
449,11433,4466,4.09
450,11434,9108,9.59
451,51,10473,5.36
452,4146,5751,15.59
453,6193,3873,8.02
454,8240,10695,12.06
455,9263,1464,16.97
456,10286,9439,13.92
457,10797,10394,11.66
458,11308,1264,16.37
459,52,8353,5.97
460,4147,2680,6.17
461,6194,9116,3.43
462,8241,4448,9.68
463,9264,2463,13.09
464,10287,6769,1.56
465,10798,6299,11.92
466,11309,3135,12.41
467,53,2865,8.51
468,4148,3961,10.06
469,6195,4964,14.44
470,8242,3031,3.91
471,9265,1782,4.29
472,10288,6582,6.29
473,10799,8874,0.89
474,11310,9241,0.37
475,54,6687,18.99
476,4149,10507,17.46
477,6196,5931,0.91
478,8243,6996,0.14
479,9266,1660,14.49
480,10289,1954,14.08
481,10800,11054,17.1
482,11311,3286,18.22
483,55,7449,12.28
484,56,687,9.33
485,4150,1632,6.68
486,4151,2572,3.06
487,6197,802,18.02
488,6198,3217,14.85
489,8244,9394,19.89
490,8245,4887,4.25
491,9267,8300,1.84
492,9268,2461,16.6
493,10290,5426,18.95
494,10291,3054,10.6
495,10801,9189,10.8
496,10802,2466,9.77
497,11312,8652,8.45
498,11313,8669,12.57
499,57,8954,2.77
500,58,3097,19.52
501,4152,510,6.01
502,4153,4053,18.4
503,6199,5659,15.64
504,6200,4280,11.54
505,8246,8139,18.52
506,8247,4852,8.04
507,9269,7805,6.03
508,9270,4493,2.28
509,10292,3999,9.09
510,10293,2154,12.1
511,10803,4933,8.04
512,10804,7576,3.96
513,11314,10545,2.89
514,11315,9781,19.24
515,59,1914,19.49
516,60,3963,17.15
517,4154,2436,10.44
518,4155,10616,4.08
519,6201,1766,3.62
520,6202,4760,11.93
521,8248,7786,14.18
522,8249,4961,2.04
523,9271,1921,11.14
524,9272,2980,13.35
525,10294,5946,13.38
526,10295,8267,14.14
527,10805,3412,8.23
528,10806,1542,9.16
529,11316,9719,19.88
530,11317,3893,15.34
531,61,8743,12.55
532,62,8691,0.45
533,4156,8549,15.49
534,4157,6320,10.33
535,6203,9767,16.8
536,6204,6294,6.18
537,8250,9433,6.24
538,8251,183,2.93
539,9273,7593,19.46
540,9274,9102,3.42
541,10296,4468,9.88
542,10297,2966,17
543,10807,5012,14.04
544,10808,1769,13.77
545,11318,10755,15.34
546,11319,10396,7.43
547,63,600,3.1
548,4158,6829,12.07
549,6205,1972,1.5
550,8252,9385,19.84
551,9275,4789,3.51
552,10298,6531,8.15
553,10809,3092,3.32
554,11320,11098,9.77
555,64,5015,15.75
556,65,6526,11.39
557,4159,975,14.59
558,4160,4293,14.8
559,6206,6025,9.76
560,6207,9077,12.3
561,8253,6974,5.79
562,8254,6299,19.26
563,9276,1287,13.8
564,9277,1141,8.86
565,10299,10089,4.1
566,10300,3394,18.2
567,10810,7062,8.87
568,10811,3493,4.78
569,11321,2810,10.92
570,11322,10817,4.46
571,66,2217,6.53
572,67,395,3.95
573,4161,9805,16.27
574,4162,4713,13.55
575,6208,1307,11.09
576,6209,4664,8.66
577,8255,10097,4.77
578,8256,5230,12.69
579,9278,8493,18.25
580,9279,3036,12.53
581,10301,3496,13.82
582,10302,5708,9.83
583,10812,10223,2.39
584,10813,9356,16.92
585,11323,7862,19.91
586,11324,9538,6
587,68,10323,14.79
588,69,10162,6.97
589,4163,34,19.38
590,4164,9309,5.52
591,6210,9682,10.46
592,6211,39,8.98
593,8257,2608,16.5
594,8258,4697,12.71
595,9280,10130,12.92
596,9281,5552,11.14
597,10303,3194,15.3
598,10304,10713,10.4
599,10814,7914,19.93
600,10815,9437,5.03
601,11325,7946,16.31
602,11326,10409,4.62
603,70,3872,0.94
604,4165,2125,16.28
605,6212,5524,0.82
606,8259,7952,9.02
607,9282,1227,3.98
608,10305,7377,14.37
609,10816,6724,17.31
610,11327,5733,19.59
611,71,3909,16.36
612,4166,406,14.56
613,6213,5910,9.43
614,8260,8494,8.05
615,9283,8051,8.19
616,10306,9766,3.19
617,10817,1827,6.85
618,11328,2438,1.37
619,72,7617,4.36
620,73,404,10.54
621,4167,5868,1.1
622,4168,7720,6.07
623,6214,4856,5.42
624,6215,523,8.42
625,8261,10727,11.15
626,8262,9963,16.09
627,9284,3749,5.41
628,9285,3815,18.04
629,10307,5351,13.98
630,10308,585,3.31
631,10818,7457,17.09
632,10819,2901,14.81
633,11329,10248,7.67
634,11330,1706,12.33
635,74,6927,5.26
636,75,4992,9.07
637,4169,10253,4.94
638,4170,5243,12.29
639,6216,7338,9.07
640,6217,3218,1.71
641,8263,6221,10.79
642,8264,225,9.65
643,9286,3907,6.17
644,9287,5446,10.43
645,10309,1559,2.71
646,10310,2853,17.52
647,10820,6790,8.47
648,10821,3189,3.26
649,11331,10615,5.63
650,11332,6080,17.74
651,76,8865,6.44
652,4171,2453,2.71
653,6218,185,13.52
654,8265,3688,12.57
655,9288,1650,17.12
656,10311,9279,12.05
657,10822,5690,14.97
658,11333,2332,16.03
659,77,4223,9.86
660,4172,3620,2.96
661,6219,8512,7.61
662,8266,6755,17.88
663,9289,7221,11.26
664,10312,9647,12.94
665,10823,7042,4.48
666,11334,2472,8.77
667,78,5843,6.22
668,79,10887,19.2
669,4173,9622,8.88
670,4174,6951,15.84
671,6220,963,1.12
672,6221,238,18.76
673,8267,6978,6.42
674,8268,8050,13.09
675,9290,1141,10.97
676,9291,4845,10.63
677,10313,3909,3.24
678,10314,8412,5.88
679,10824,2259,2.64
680,10825,576,17.24
681,11335,1735,3.86
682,11336,5521,18.05
683,80,270,8.27
684,81,11064,14.63
685,4175,7509,3.59
686,4176,9712,16.51
687,6222,5675,1.46
688,6223,9295,19.15
689,8269,3140,10.76
690,8270,9376,12
691,9292,5248,11.16
692,9293,4187,4.13
693,10315,10064,18.05
694,10316,8888,5.73
695,10826,409,6.48
696,10827,5664,11.47
697,11337,3794,19.68
698,11338,9984,10.69
699,82,10905,5.95
700,83,6076,16.77
701,84,6169,5.13
702,4177,6896,6.58
703,4178,8749,18.88
704,4179,4025,19.52
705,6224,8855,1.01
706,6225,9636,3.56
707,6226,3248,18.51
708,8271,8366,19.66
709,8272,7326,6.88
710,8273,8276,13.75
711,9294,2292,19.35
712,9295,2434,3.83
713,9296,3360,18.7
714,10317,8557,0.8
715,10318,9946,6.98
716,10319,705,5.39
717,10828,1747,19.53
718,10829,4589,2.64
719,10830,4707,14.38
720,11339,3626,9.45
721,11340,4282,10.13
722,11341,4212,7.46
723,85,8113,10.54
724,86,4970,13.06
725,87,10279,13.22
726,4180,5939,13.71
727,4181,9198,1.53
728,4182,10046,5.69
729,6227,7954,14.4
730,6228,5069,2.36
731,6229,2475,15.17
732,8274,1404,7.09
733,8275,4393,18.2
734,8276,4064,1.93
735,9297,4300,12.86
736,9298,613,6.93
737,9299,6313,15.94
738,10320,3162,0.58
739,10321,3255,7.51
740,10322,11125,17.46
741,10831,4064,4.14
742,10832,10460,1.58
743,10833,6392,12.71
744,11342,5048,7.24
745,11343,5007,3.27
746,11344,5200,16.92
747,88,9223,12.12
748,4183,6039,17.92
749,6230,9473,11.39
750,8277,3252,15.07
751,9300,9900,3.78
752,10323,3068,16.23
753,10834,2568,14.38
754,11345,10039,7.09
755,89,740,5.37
756,90,1590,18.18
757,4184,1291,17.06
758,4185,10206,0.55
759,6231,4286,16.87
760,6232,699,15.65
761,8278,8071,5.57
762,8279,2419,5.02
763,9301,6703,5.19
764,9302,5451,13.42
765,10324,9858,8.33
766,10325,4717,17.41
767,10835,905,15.89
768,10836,8110,5.22
769,11346,1305,16.08
770,11347,7437,18.59
771,91,7156,8.54
772,4186,2277,14.85
773,6233,1101,5.34
774,8280,416,7.73
775,9303,9124,18.82
776,10326,2714,7.94
777,10837,2816,1.49
778,11348,6818,16.82
779,92,4067,6.1
780,93,4770,4.57
781,4187,9518,11.85
782,4188,4400,4.01
783,6234,9067,9.47
784,6235,10275,3.93
785,8281,2360,9.42
786,8282,7988,3.54
787,9304,8138,2.52
788,9305,4849,16.02
789,10327,7757,1.66
790,10328,3612,7.47
791,10838,9935,6.89
792,10839,487,3.7
793,11349,8841,8.35
794,11350,7830,5.32
795,94,2434,5.92
796,95,9157,4.55
797,4189,7430,13.13
798,4190,3118,8.62
799,6236,3489,5.5
800,6237,4841,7
801,8283,4955,3.53
802,8284,6070,3.97
803,9306,3967,3.74
804,9307,9624,15.28
805,10329,2500,16.63
806,10330,5382,18.48
807,10840,1875,1.42
808,10841,9438,0.58
809,11351,6684,18.32
810,11352,8666,2.91
811,96,4351,10.38
812,97,4683,10.96
813,4191,5314,14.88
814,4192,3186,4
815,6238,1579,2.18
816,6239,1323,5.36
817,8285,10928,2.15
818,8286,6569,12.6
819,9308,4213,0.07
820,9309,9798,7.86
821,10331,3591,8.7
822,10332,2302,14.58
823,10842,282,18.78
824,10843,6884,5.54
825,11353,5876,16.2
826,11354,5185,17.99
827,98,1112,16.01
828,99,7831,2.34
829,4193,5260,0.26
830,4194,7200,3.93
831,6240,458,12.32
832,6241,10647,18.73
833,8287,9035,5.01
834,8288,9083,6.61
835,9310,2253,0.43
836,9311,5564,8.71
837,10333,7543,1.65
838,10334,4227,13.02
839,10844,1293,12.55
840,10845,8775,1.22
841,11355,10440,10.18
842,11356,8116,2.41
843,100,4615,14.24
844,101,3509,8.82
845,4195,2886,19.47
846,4196,988,10.48
847,6242,3927,3.86
848,6243,10090,19.1
849,8289,594,8.05
850,8290,9476,1.03
851,9312,7806,7.08
852,9313,7396,5.23
853,10335,3500,15.75
854,10336,11071,12.24
855,10846,822,10.67
856,10847,4977,12.71
857,11357,9286,5.34
858,102,9250,7.11
859,103,3161,7.07
860,4197,10191,10.37
861,4198,9401,13.38
862,6244,9023,0.95
863,6245,8947,17.57
864,8291,10900,5.26
865,8292,4185,1.83
866,9314,3666,7.46
867,9315,9740,5.17
868,10337,7416,11.14
869,10338,8740,5.13
870,10848,10294,17.14
871,10849,5665,19.5
872,104,3857,16.18
873,4199,51,11.92
874,6246,10749,0.85
875,8293,3504,8.93
876,9316,3210,2.05
877,10339,7192,18.5
878,10850,7621,13.01
879,105,2192,0.67
880,4200,6429,15.75
881,6247,2284,13.26
882,8294,7789,10.22
883,9317,5049,14.73
884,10340,3572,7.92
885,10851,177,17.84
886,106,4588,7.71
887,4201,7683,5.93
888,6248,4559,3.2
889,8295,6345,7.43
890,9318,1627,12.34
891,10341,7182,7.54
892,10852,10547,12.18
893,107,2245,3.63
894,108,3359,19.3
895,4202,10226,14.01
896,4203,8298,12.54
897,6249,9996,12.21
898,6250,3975,19.09
899,8296,7801,12.84
900,8297,1179,12.08
901,9319,7813,13.98
902,9320,4315,16.85
903,10342,537,14.28
904,10343,4739,19.75
905,10853,7333,6.66
906,10854,7655,8.82
907,109,1563,7.59
908,110,5300,4.86
909,111,8755,4.09
910,112,7372,13.98
911,4204,5649,8.83
912,4205,7602,1.85
913,4206,4587,15.68
914,4207,7599,1.26
915,6251,2963,2.84
916,6252,10145,2.65
917,6253,10319,4.79
918,6254,4618,7.14
919,8298,5997,12.48
920,8299,5613,12.99
921,8300,8161,14.38
922,8301,4403,16.42
923,9321,10212,2.52
924,9322,9757,0.13
925,9323,4470,19.78
926,9324,8237,14.68
927,10344,5003,0.92
928,10345,9800,5.32
929,10346,7651,12.8
930,10347,1530,15.34
931,10855,4715,16.34
932,10856,9062,12.42
933,10857,7350,8.81
934,10858,2449,15.58
935,113,2625,16.83
936,114,5575,19.6
937,4208,4412,0.86
938,4209,273,19.88
939,6255,9984,10.08
940,6256,9209,12.53
941,8302,7224,7.34
942,8303,9864,6.64
943,9325,14,0.19
944,9326,496,3.88
945,10348,9295,11.91
946,10349,5238,11.35
947,10859,4734,8.5
948,10860,9430,19.26
949,115,3037,9.51
950,4210,6206,7.26
951,6257,1565,12.3
952,8304,7259,8.35
953,9327,1440,7.9
954,10350,6525,14.95
955,10861,10887,12.99
956,116,3481,12.3
957,117,1523,16.78
958,4211,8724,8.07
959,4212,7410,2.38
960,6258,6635,12.5
961,6259,3734,16.06
962,8305,104,12.73
963,8306,1735,17.39
964,9328,9777,15.72
965,9329,3262,2.16
966,10351,7360,19.66
967,10352,10349,14.04
968,10862,8005,9.83
969,10863,3321,0.36
970,118,2164,18.37
971,119,95,5.75
972,4213,4578,3.9
973,4214,8237,2.33
974,6260,4037,9.28
975,6261,2574,15.29
976,8307,1431,6.99
977,8308,4016,15.14
978,9330,7802,4.71
979,9331,831,13.32
980,10353,1186,10.69
981,10354,3929,3.23
982,10864,8337,5.23
983,10865,661,10.25
984,120,4272,7.64
985,4215,8451,13.02
986,6262,10864,18.58
987,8309,7964,15.84
988,9332,9039,13.72
989,10355,11042,18.09
990,10866,6061,0.21
991,121,4645,1.13
992,4216,334,19.61
993,6263,9033,2.36
994,8310,1730,8.45
995,9333,7193,19.3
996,10356,9842,10.57
997,10867,10996,7.12
998,122,9072,0.17
999,4217,6639,19.16
1000,6264,11118,2.45
1001,8311,6841,14.13
1002,9334,7666,6.5
1003,10357,6199,16.22
1004,10868,4276,9.76
1005,123,3198,19.46
1006,4218,19,1.8
1007,6265,4962,19.18
1008,8312,5090,8.2
1009,9335,7545,3.2
1010,10358,8531,7.06
1011,10869,5166,5.25
1012,124,10241,16.28
1013,125,3444,2.1
1014,4219,6642,13.39
1015,4220,6189,15.46
1016,6266,2183,13.24
1017,6267,8024,12.4
1018,8313,10415,16.41
1019,8314,3270,0.17
1020,9336,1780,15.49
1021,9337,4378,12.86
1022,10359,400,5
1023,10360,1578,19.18
1024,10870,4125,19.52
1025,10871,8536,18.17
1026,126,2677,9.55
1027,127,7410,17.94
1028,4221,5432,14.98
1029,4222,3130,3.18
1030,6268,10584,5.58
1031,6269,6028,17.43
1032,8315,8141,0.88
1033,8316,287,19.93
1034,9338,10063,10.66
1035,9339,10600,3.27
1036,10361,10685,6.22
1037,10362,7487,8.64
1038,10872,1569,8.18
1039,10873,6934,17.77
1040,128,6367,3.92
1041,4223,2924,14.52
1042,6270,9370,0.65
1043,8317,7072,1.61
1044,9340,5523,4.8
1045,10363,7902,16.63
1046,10874,300,12.8
1047,129,1336,13.6
1048,130,432,3.09
1049,4224,7311,16.42
1050,4225,1499,4.2
1051,6271,7177,11.91
1052,6272,483,8.59
1053,8318,202,16.03
1054,8319,10618,7.33
1055,9341,10785,14.95
1056,9342,9216,17.99
1057,10364,154,7.39
1058,10365,8974,18.48
1059,10875,2239,4.67
1060,10876,6271,2.35
1061,131,9979,2.63
1062,4226,10769,8.89
1063,6273,3541,5.16
1064,8320,3731,18.05
1065,9343,5630,16.46
1066,10366,6636,10.27
1067,10877,8654,6.98
1068,132,4569,0.13
1069,133,8909,19.68
1070,4227,5762,12.74
1071,4228,7033,4.99
1072,6274,3895,0.05
1073,6275,10707,16.08
1074,8321,1474,5.01
1075,8322,9522,10.54
1076,9344,760,15.2
1077,9345,6611,13.83
1078,10367,7502,5.94
1079,10368,5150,8.46
1080,10878,8082,7.26
1081,10879,7064,1.72
1082,134,5836,7.3
1083,135,2809,3.33
1084,4229,836,17.52
1085,4230,1724,2.93
1086,6276,2974,17.94
1087,6277,7604,14.52
1088,8323,6448,14.39
1089,8324,9562,2.76
1090,9346,1253,2.97
1091,9347,4504,11.57
1092,10369,7535,13.02
1093,10370,2490,3.31
1094,10880,1742,5.72
1095,10881,10679,18.83
1096,136,9210,6.29
1097,137,985,9.99
1098,4231,2572,13.16
1099,4232,6627,0.09
1100,6278,2631,3.36
1101,6279,1465,3.07
1102,8325,4159,8.15
1103,8326,10194,7.17
1104,9348,497,2.95
1105,9349,6705,11.42
1106,10371,519,10.41
1107,10372,5145,15.01
1108,10882,4074,11.57
1109,10883,8835,4.69
1110,138,8808,5.08
1111,139,9959,14.26
1112,4233,9798,5.27
1113,4234,7530,11.85
1114,6280,10375,17.69
1115,6281,6966,9.53
1116,8327,5601,1.76
1117,8328,10338,7.65
1118,9350,1380,9.46
1119,9351,11043,10.88
1120,10373,8262,1.61
1121,10374,1947,12.67
1122,10884,7145,6.21
1123,10885,6965,3.97
1124,140,1272,19.52
1125,141,5987,15.23
1126,4235,2158,13.69
1127,4236,9367,3.1
1128,6282,2779,15.67
1129,6283,1874,9.83
1130,8329,10586,5.66
1131,8330,6241,19.11
1132,9352,1049,12.1
1133,9353,8269,18
1134,10375,3022,13.14
1135,10376,5240,7.67
1136,10886,5605,7.37
1137,10887,3694,11.08
1138,142,8609,4.14
1139,4237,7941,18.95
1140,6284,6644,2.85
1141,8331,10254,3.6
1142,9354,1512,2.78
1143,10377,3189,0.33
1144,10888,2480,1.29
1145,143,7282,1.57
1146,144,4770,18.16
1147,4238,2838,11.01
1148,4239,10994,5.77
1149,6285,5312,10.44
1150,6286,1988,6.54
1151,8332,1090,10.18
1152,8333,2801,14.63
1153,9355,10034,6.3
1154,9356,9676,8.06
1155,10378,4513,16.39
1156,10379,9787,18.8
1157,10889,689,9.78
1158,10890,2894,16.66
1159,145,4280,8.48
1160,4240,10759,11.25
1161,6287,10131,17.32
1162,8334,6654,7.84
1163,9357,1854,13.13
1164,10380,8713,18.92
1165,10891,4223,1.21
1166,146,1817,12.7
1167,147,7629,10.46
1168,4241,6211,4.44
1169,4242,4847,10.23
1170,6288,2801,14.47
1171,6289,9603,2.89
